MongoDB shell version v4.0.6
connecting to: mongodb://127.0.0.1:27017/data?gssapiServiceName=mongodb
Implicit session: session { "id" : UUID("36f3d80e-a84a-4de5-88ee-f4ae066dd64a") }
MongoDB server version: 4.0.6
id,currenttest,trialNumber,x,y,z
5cdcc181d68cfd1dd07e2308,1,5,0.02011718973517418,-0.00302734412252903,0.9910154938697815
5cdcc181d68cfd1dd07e2306,1,5,0.02011718973517418,-0.00302734412252903,0.9910154938697815
5cdcc181d68cfd1dd07e2305,1,5,0.02011718973517418,-0.00302734412252903,0.9910154938697815
5cdcc181d68cfd1dd07e2304,1,5,0.02011718973517418,-0.006933593191206455,0.9929686188697815
5cdcc181d68cfd1dd07e2307,1,5,0.013281252235174179,-0.006933593191206455,0.9998045563697815
5cdcc181d68cfd1dd07e2309,1,5,0.01914062723517418,-0.006933593191206455,0.9890623688697815
5cdcc181d68cfd1dd07e230a,1,5,0.02011718973517418,-0.004003905691206455,0.9880858063697815
5cdcc181d68cfd1dd07e230b,1,5,0.01914062723517418,-0.006933593191206455,0.9890623688697815
5cdcc181d68cfd1dd07e230c,1,5,0.02304687723517418,-0.0049804686568677425,0.9900389313697815
5cdcc181d68cfd1dd07e230d,1,5,0.01914062723517418,-0.006933593191206455,0.9890623688697815
5cdcc181d68cfd1dd07e230e,1,5,0.02304687723517418,-0.0049804686568677425,0.9900389313697815
5cdcc181d68cfd1dd07e230f,1,5,0.02304687723517418,-0.0049804686568677425,0.9900389313697815
5cdcc181d68cfd1dd07e2310,1,5,0.02011718973517418,-0.0020507811568677425,0.9910154938697815
5cdcc181d68cfd1dd07e2311,1,5,0.02011718973517418,-0.006933593191206455,0.9890623688697815
5cdcc181d68cfd1dd07e2312,1,5,0.02011718973517418,-0.0020507811568677425,0.9910154938697815
5cdcc181d68cfd1dd07e2313,1,5,0.02011718973517418,-0.0020507811568677425,0.9910154938697815
5cdcc181d68cfd1dd07e2314,1,5,0.03574218973517418,0.004785157274454832,0.9929686188697815
5cdcc181d68cfd1dd07e2315,1,5,0.02500000223517418,-0.004003905691206455,0.9929686188697815
5cdcc181d68cfd1dd07e2316,1,5,0.03574218973517418,0.004785157274454832,0.9929686188697815
5cdcc181d68cfd1dd07e2317,1,5,0.03574218973517418,0.004785157274454832,0.9929686188697815
5cdcc181d68cfd1dd07e2318,1,5,0.03574218973517418,0.004785157274454832,0.9929686188697815
5cdcc181d68cfd1dd07e2319,1,5,0.03574218973517418,0.004785157274454832,0.9929686188697815
5cdcc181d68cfd1dd07e231a,1,5,0.03574218973517418,0.004785157274454832,0.9929686188697815
5cdcc181d68cfd1dd07e231b,1,5,0.03574218973517418,0.004785157274454832,0.9929686188697815
5cdcc181d68cfd1dd07e231c,1,5,0.03574218973517418,0.004785157274454832,0.9929686188697815
5cdcc181d68cfd1dd07e231d,1,5,0.03574218973517418,0.004785157274454832,0.9929686188697815
5cdcc181d68cfd1dd07e231e,1,5,0.03574218973517418,0.004785157274454832,0.9929686188697815
5cdcc181d68cfd1dd07e231f,1,5,0.03574218973517418,0.004785157274454832,0.9929686188697815
5cdcc181d68cfd1dd07e2320,1,5,0.03574218973517418,0.004785157274454832,0.9929686188697815
5cdcc181d68cfd1dd07e2321,1,5,0.03574218973517418,0.004785157274454832,0.9929686188697815
5cdcc181d68cfd1dd07e2322,1,5,0.03574218973517418,0.004785157274454832,0.9929686188697815
5cdcc181d68cfd1dd07e2323,1,5,0.03574218973517418,0.004785157274454832,0.9929686188697815
5cdcc181d68cfd1dd07e2324,1,5,0.03574218973517418,0.004785157274454832,0.9929686188697815
5cdcc181d68cfd1dd07e2325,1,5,0.03574218973517418,0.004785157274454832,0.9929686188697815
5cdcc181d68cfd1dd07e2326,1,5,0.02109375223517418,-0.03916015475988388,1.0056638717651367
5cdcc181d68cfd1dd07e2327,1,5,0.21152342855930328,-0.01962890662252903,1.2175780534744263
5cdcc181d68cfd1dd07e2328,1,5,0.21152342855930328,-0.01962890662252903,1.2175780534744263
5cdcc181d68cfd1dd07e2329,1,5,0.21152342855930328,-0.01962890662252903,1.2175780534744263
5cdcc181d68cfd1dd07e232a,1,5,0.2710937559604645,-0.00595703162252903,1.0417968034744263
5cdcc181d68cfd1dd07e232b,1,5,0.6763671636581421,0.09853515774011612,0.9646483063697815
5cdcc181d68cfd1dd07e232c,1,5,0.6763671636581421,0.09853515774011612,0.9646483063697815
5cdcc181d68cfd1dd07e232d,1,5,0.6763671636581421,0.09853515774011612,0.9646483063697815
5cdcc181d68cfd1dd07e232e,1,5,0.3736328184604645,0.04482422024011612,0.8533201813697815
5cdcc182d68cfd1dd07e232f,1,5,-1.047265648841858,0.09658203274011612,0.9851561188697815
5cdcc182d68cfd1dd07e2330,1,5,-1.047265648841858,0.09658203274011612,0.9851561188697815
5cdcc182d68cfd1dd07e2331,1,5,-1.047265648841858,0.09658203274011612,0.9851561188697815
5cdcc182d68cfd1dd07e2332,1,5,-1.405664086341858,0.14931640028953552,0.9412108659744263
5cdcc182d68cfd1dd07e2333,1,5,-0.4281249940395355,-0.19052734971046448,0.8718748688697815
5cdcc182d68cfd1dd07e2334,1,5,-0.4281249940395355,-0.19052734971046448,0.8718748688697815
5cdcc182d68cfd1dd07e2335,1,5,-0.4281249940395355,-0.19052734971046448,0.8718748688697815
5cdcc182d68cfd1dd07e2336,1,5,1.062109351158142,-0.3155273199081421,1.2937498092651367
5cdcc182d68cfd1dd07e2337,1,5,0.9693359732627869,0.09072265774011612,0.9451170563697815
5cdcc182d68cfd1dd07e2338,1,5,0.9693359732627869,0.09072265774011612,0.9451170563697815
5cdcc182d68cfd1dd07e2339,1,5,0.9693359732627869,0.09072265774011612,0.9451170563697815
5cdcc182d68cfd1dd07e233a,1,5,0.9693359732627869,0.09072265774011612,0.9451170563697815
5cdcc182d68cfd1dd07e233b,1,5,0.9693359732627869,0.09072265774011612,0.9451170563697815
5cdcc182d68cfd1dd07e233c,1,5,0.9693359732627869,0.09072265774011612,0.9451170563697815
5cdcc182d68cfd1dd07e233d,1,5,0.9693359732627869,0.09072265774011612,0.9451170563697815
5cdcc182d68cfd1dd07e233e,1,5,0.9693359732627869,0.09072265774011612,0.9451170563697815
5cdcc182d68cfd1dd07e233f,1,5,0.9693359732627869,0.09072265774011612,0.9451170563697815
5cdcc182d68cfd1dd07e2340,1,5,0.9693359732627869,0.09072265774011612,0.9451170563697815
5cdcc182d68cfd1dd07e2341,1,5,0.9693359732627869,0.09072265774011612,0.9451170563697815
5cdcc182d68cfd1dd07e2342,1,5,0.9693359732627869,0.09072265774011612,0.9451170563697815
5cdcc182d68cfd1dd07e2343,1,5,0.9693359732627869,0.09072265774011612,0.9451170563697815
5cdcc182d68cfd1dd07e2344,1,5,0.9693359732627869,0.09072265774011612,0.9451170563697815
5cdcc182d68cfd1dd07e2345,1,5,0.9693359732627869,0.09072265774011612,0.9451170563697815
5cdcc182d68cfd1dd07e2346,1,5,0.9693359732627869,0.09072265774011612,0.9451170563697815
5cdcc182d68cfd1dd07e2347,1,5,0.15683592855930328,0.2557617425918579,0.9089843034744263
5cdcc182d68cfd1dd07e2348,1,5,0.9693359732627869,0.09072265774011612,0.9451170563697815
5cdcc182d68cfd1dd07e2349,1,5,-0.4896484613418579,0.3758789300918579,0.8923826813697815
5cdcc182d68cfd1dd07e234a,1,5,-0.4896484613418579,0.3758789300918579,0.8923826813697815
5cdcc182d68cfd1dd07e234b,1,5,-0.4896484613418579,0.3758789300918579,0.8923826813697815
5cdcc182d68cfd1dd07e234c,1,5,-0.20253905653953552,0.4676757752895355,1.0916013717651367
5cdcc182d68cfd1dd07e234d,1,5,0.01914062723517418,0.5946288704872131,0.9373046159744263
5cdcc182d68cfd1dd07e234e,1,5,0.01914062723517418,0.5946288704872131,0.9373046159744263
5cdcc183d68cfd1dd07e234f,1,5,0.01914062723517418,0.5946288704872131,0.9373046159744263
5cdcc183d68cfd1dd07e2350,1,5,0.09042968600988388,0.4305664002895355,0.8455076813697815
5cdcc183d68cfd1dd07e2351,1,5,0.17441406846046448,0.3817383050918579,0.8855467438697815
5cdcc183d68cfd1dd07e2352,1,5,0.17441406846046448,0.3817383050918579,0.8855467438697815
5cdcc183d68cfd1dd07e2353,1,5,0.17441406846046448,0.3817383050918579,0.8855467438697815
5cdcc183d68cfd1dd07e2354,1,5,0.17441406846046448,0.3827148675918579,0.9031248688697815
5cdcc183d68cfd1dd07e2355,1,5,0.15097656846046448,0.3797851800918579,0.9304686784744263
5cdcc183d68cfd1dd07e2356,1,5,0.15097656846046448,0.3797851800918579,0.9304686784744263
5cdcc1d5d68cfd1dd07e2357,1,6,0.4585937261581421,0.49697262048721313,0.7517576813697815
5cdcc1d5d68cfd1dd07e2358,1,6,0.4205078184604645,0.5291991829872131,0.7615233063697815
5cdcc1d5d68cfd1dd07e2359,1,6,0.4205078184604645,0.5291991829872131,0.7615233063697815
5cdcc1d5d68cfd1dd07e235a,1,6,0.4205078184604645,0.5291991829872131,0.7615233063697815
5cdcc1d5d68cfd1dd07e235b,1,6,0.4400390386581421,0.5165039300918579,0.7322264909744263
5cdcc1d5d68cfd1dd07e235c,1,6,0.4312500059604645,0.5262694954872131,0.7175779938697815
5cdcc1d5d68cfd1dd07e235d,1,6,0.4312500059604645,0.5262694954872131,0.7175779938697815
5cdcc1d5d68cfd1dd07e235e,1,6,0.4312500059604645,0.5262694954872131,0.7175779938697815
5cdcc1d5d68cfd1dd07e235f,1,6,0.4214843809604645,0.5360351204872131,0.7068358063697815
5cdcc1d5d68cfd1dd07e2360,1,6,0.3941406309604645,0.5614257454872131,0.7458983063697815
5cdcc1d5d68cfd1dd07e2361,1,6,0.3941406309604645,0.5614257454872131,0.7458983063697815
5cdcc1d5d68cfd1dd07e2362,1,6,0.3941406309604645,0.5614257454872131,0.7458983063697815
